ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
IMTX,98,45.00,0.4612,0.0369,0.727473,-0.158382,2,0.541870,1.276087,0.715202,0.715202,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,,alpha,False,,none,late,small,True,44.67,60,-0.0741,50.00,50.00,0,80.00,4,Baker Bros Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,69.00,LOW,LOW,62.69,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
SLN,99,44.90,0.5785,0.0463,0.651201,-0.298184,3,0.4239,0.865856,0.747535,0.639010,0.819884,-0.695126,-0.639669,-0.916952,FULL,FULL,FULL,0.90,0.9500,penalty,def_mult_momentum_penalty_0.95,alpha,False,,none,mid,micro,True,21.08,60,-0.3924,50.00,50.00,0,50.00,0,,47.00,LOW,LOW,75.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
TEM,100,44.84,0.47,0.0376,0.579068,-0.256427,2,0.4642,1.006780,0.744209,0.580840,0.853122,-0.584980,-0.583743,-0.589925,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,large,True,27.00,60,-0.3026,80.00,86.00,100.00,78.00,3,Casdin Capital; Perceptive Advisors; RTW Investments,50.00,MEDIUM,LOW,22.69,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87
CERS,101,44.56,0.4525,0.0362,0.810917,-0.091241,2,0.231446,0.567569,0.798706,0.798706,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,82.08,60,0.4507,98.67,80.93,39.54,61.00,1,Baker Bros Advisors,54.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.95
NTRA,102,44.48,0.4437,0.0355,0.319650,-0.069261,2,0.3870,0.012412,0.365718,0.314955,0.399560,-0.252938,-0.252938,-0.252938,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,52.49,60,0.0345,65.00,55.68,33.94,74.80,4,Orbimed Advisors; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
ONC,103,44.45,0.4351,0.0348,0.409327,-0.109439,2,0.4212,0.502555,0.441965,0.400581,0.469555,-0.265058,-0.258855,-0.289872,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,large,True,40.15,60,-0.1368,63.70,49.65,16.87,50.00,0,,53.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
ALNY,104,43.29,0.4178,0.0334,0.366422,-0.258488,2,-0.041320,-0.144057,0.405052,0.381664,0.420645,-0.285554,-0.285554,-0.285554,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,19.73,60,-0.4163,87.63,76.68,51.13,80.00,3,Casdin Capital; Palo Alto Investors; Rock Springs Capital Management,48.00,LOW,LOW,12.99,ev_cfo,0.8000,67.83,exceptional,Regeneron; Roche,75.8,BTD; FT; ODD,75.0,uncrowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.80
CRNX,105,43.12,0.4006,0.032,0.498604,-0.082049,2,0.4161,0.337662,0.543303,0.500436,0.571881,-0.409630,-0.367327,-0.578843,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,62.83,60,0.1689,100.00,87.20,57.33,80.00,6,Baker Bros Advisors; Cormorant Asset Management; EcoR1 Capital; Orbimed Advisors; RTW Investments,68.00,MEDIUM,MODERATE,32.74,mcap_per_trial,0.8000,50,unknown,,64.0,FT; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
EPRX,106,42.92,0.3921,0.0314,0.698265,-0.033776,3,0.078333,0.842284,0.647842,0.688043,0.621042,-0.318182,-0.318182,-0.318182,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,65.82,60,0.2082,50.00,50.00,0,75.30,3,Great Point Partners; Logos Global Management,44.00,LOW,LOW,36.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.63
AUPH,107,42.89,0.4092,0.0327,0.400694,-0.109957,2,0.2705,0.504697,0.436186,0.405117,0.456899,-0.220015,-0.169550,-0.421875,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,41.57,60,-0.1171,50.00,50.00,0,50.00,0,,59.00,LOW,LOW,65.58,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
CABA,108,42.68,0.3752,0.03,1.215718,-0.213296,1,0.3873,1.325795,1.140447,1.201595,1.099681,-0.684794,-0.616236,-0.959023,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,micro,True,58.69,60,0.1207,50.00,50.00,0,70.00,4,Cormorant Asset Management; Opaleye Management,73.00,MEDIUM,MODERATE,80.36,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,66.0,focused,0.83000,0.95,0.95,0.45,0.47
AMLX,109,42.60,0.3667,0.0293,0.643642,-0.127364,2,0.4341,-0.083690,0.694002,0.631492,0.735676,-0.406877,-0.279291,-0.917220,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,59.37,60,0.1302,80.00,71.15,50.51,80.00,7,Acuta Capital Partners; Ally Bridge Group; Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,MODERATE,49.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80
HALO,110,42.41,0.3836,0.0307,0.304964,-0.048063,2,0.1622,-0.095856,0.378807,0.298914,0.432069,-0.321386,-0.316938,-0.339180,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,39.68,60,-0.1434,50.00,50.00,0,50.00,0,,68.00,MEDIUM,MODERATE,59.09,ev_cfo,0.8000,50,unknown,,71.0,BTD; ODD,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
FATE,111,42.16,0.3499,0.028,0.741354,-0.088889,3,0.3655,-0.094638,0.892615,0.760059,0.980987,-0.665584,-0.602339,-0.918563,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_3,alpha,False,,none,mid,micro,True,43.04,60,-0.0967,50.00,50.00,0,73.00,4,Redmile Group; Tang Capital Partners,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,84.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.53
CADL,112,42.09,0.3415,0.0273,0.658129,-0.105100,2,0.4585,-0.148941,0.743500,0.648078,0.807115,-0.657754,-0.640049,-0.728571,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,35.65,60,-0.1888,50.00,50.00,0,50.00,2,,67.00,MEDIUM,HIGH,89.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
MDGL,113,42.06,0.3583,0.0287,0.489256,-0.176733,2,0.5355,-0.053553,0.480307,0.480867,0.479934,-0.262021,-0.248174,-0.317410,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,large,True,47.55,60,-0.0340,80.00,67.99,39.96,80.00,11,Ally Bridge Group; Baker Bros Advisors; EcoR1 Capital; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management,73.00,MEDIUM,MODERATE,11.93,mcap_per_trial,0.8000,50,unknown,,69.8,BTD; FT,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.75
SGMT,114,41.99,0.3166,0.0253,0.677871,-0.334467,2,0.3405,0.255766,0.860366,0.667219,0.989131,-0.676600,-0.629630,-0.864479,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,micro,True,16.83,60,-0.4727,50.00,50.00,0,61.43,4,Baker Bros Advisors,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83500,0.95,0.95,0.45,0.75
MEDP,115,41.96,0.3332,0.0267,0.264187,-0.044313,1,0.2101,-0.310616,0.445853,0.264273,0.566906,-0.264340,-0.231986,-0.393754,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,alpha,False,,none,early,large,True,41.59,60,-0.1168,50.00,50.00,0,50.00,3,,61.00,LOW,LOW,43.51,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,68.0,diversified,0.83000,0.95,0.95,0.45,0.30
ARQT,116,41.71,0.3249,0.026,0.470319,-0.181090,2,0.4021,0.297133,0.640234,0.663675,0.624607,-0.301904,-0.271833,-0.422187,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,48.13,60,-0.0260,50.00,50.00,0,75.00,3,Ally Bridge Group; Cormorant Asset Management,65.00,MEDIUM,MODERATE,23.61,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
OCUL,117,41.33,0.3,0.024,0.711236,-0.326505,2,0.3569,0.870148,0.680045,0.693961,0.670768,-0.413154,-0.362508,-0.615737,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,25.09,60,-0.3291,55.30,43.02,14.35,80.00,8,Acuta Capital Partners; Deep Track Capital; Logos Global Management; Opaleye Management; Rock Springs Capital Management,48.00,LOW,LOW,65.23,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
PTGX,118,41.30,0.2918,0.0233,0.326469,-0.136602,2,0.1962,0.142362,0.500859,0.334033,0.612076,-0.315763,-0.315763,-0.315763,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,48.36,60,-0.0228,63.70,49.65,16.87,80.00,4,Opaleye Management; Perceptive Advisors; RTW Investments,59.00,MEDIUM,MODERATE,29.22,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
GLPG,119,41.05,0.2754,0.022,0.223082,-0.015012,2,0.2844,0.042646,0.269599,0.221595,0.301601,-0.250102,-0.205476,-0.428607,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,37.60,60,-0.1632,80.00,62.44,21.46,61.00,1,EcoR1 Capital,53.00,LOW,LOW,61.68,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.87
TENX,120,40.86,0.259,0.0207,0.833364,-0.192666,2,0.174546,0.882286,0.819325,0.819325,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,micro,True,93.80,60,0.7537,50.00,50.00,0,58.57,3,RTW Investments,75.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.72
AMRX,121,40.58,0.2509,0.0201,0.321575,0.000000,2,0.3463,0.434988,0.324739,0.321338,0.327006,-0.230429,-0.226415,-0.246487,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,58.81,60,0.1223,50.00,50.00,0,50.00,0,,41.00,LOW,LOW,40.91,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.94
SERA,122,40.52,0.3083,0.0247,0.804775,-0.186992,1,0.259395,1.152137,0.799262,0.799262,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,early,micro,True,32.78,60,-0.2265,50.00,50.00,0,61.00,1,Baker Bros Advisors,57.00,LOW,LOW,87.50,mcap_per_trial,0.8000,50,unknown,,50,,45.0,uncrowded,50.0,focused,0.83500,0.95,0.95,0.45,0.32
ACIU,123,40.11,0.2428,0.0194,0.735885,-0.059459,3,0.3132,-0.126990,0.761683,0.783480,0.747151,-0.508674,-0.461818,-0.696099,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,51.42,60,0.0198,80.00,66.09,33.64,50.00,0,,57.00,LOW,LOW,71.57,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.78000,0.65,0.95,0.65,0.50
TECH,124,40.07,0.2347,0.0188,0.334207,-0.073130,2,0.3696,0.045361,0.393315,0.334334,0.432636,-0.391095,-0.378178,-0.442763,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,44.50,60,-0.0764,80.00,86.00,100.00,50.00,0,,55.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
GPCR,125,40.04,0.2266,0.0181,1.580727,-0.047020,3,0.1393,0.219430,1.222014,1.548227,1.004538,-0.581603,-0.539837,-0.748668,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,mid,True,96.55,60,2.0283,50.00,50.00,0,80.00,4,Baker Bros Advisors; Casdin Capital; RA Capital Management; Rock Springs Capital Management,57.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.58
MAZE,126,39.90,0.2185,0.0175,0.564094,-0.073377,3,0.3475,0.003524,0.793829,0.568570,0.944002,-0.525392,-0.525392,,FULL,PARTIAL,PARTIAL,0.65,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,mid,mid,True,88.26,60,0.5911,50.00,50.00,0,80.00,5,Casdin Capital; Deep Track Capital; Logos Global Management,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.58
ALLO,127,39.69,0.2672,0.0214,0.802004,-0.151163,3,0.6078,0.058175,0.883039,0.787050,0.947032,-0.698647,-0.665493,-0.831261,FULL,FULL,FULL,0.90,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,mid,small,True,51.15,60,0.0160,50.00,50.00,0,50.00,0,,56.00,LOW,LOW,65.69,mcap_per_trial,0.8000,50,unknown,,71.2,FT; ODD; RMAT,100.0,highly_crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.53
BNTX,128,39.65,0.2104,0.0168,0.399954,0.000000,2,0.4778,0.738422,0.447567,0.392633,0.484189,-0.305731,-0.302896,-0.317071,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,43.48,60,-0.0906,90.55,93.39,100.00,80.00,3,Baker Bros Advisors; Krensavage Asset Management; Palo Alto Investors,58.00,LOW,LOW,10.00,mcap_per_trial,0.8000,56.46,exceptional,Pfizer; Regeneron,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.95
RGNX,129,39.26,0.1943,0.0155,0.696630,-0.160826,2,0.6559,1.987032,0.776882,0.690737,0.834312,-0.468571,-0.389655,-0.784234,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,49.12,60,-0.0123,98.67,80.93,39.54,50.00,0,,69.00,LOW,MODERATE,88.07,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80
ARWR,130,39.19,0.1783,0.0143,0.792125,-0.065377,2,0.4776,0.036154,0.737594,0.777546,0.710960,-0.565496,-0.526091,-0.723115,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,96.55,60,1.0073,80.00,62.44,21.46,65.71,4,Baker Bros Advisors,57.00,LOW,LOW,12.99,ev_cfo,0.8000,51.05,exceptional,Janssen; Takeda,64.0,FT; ODD,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
TWST,131,39.06,0.2024,0.0162,0.620226,-0.059801,1,0.4094,0.155457,0.638532,0.618182,0.652099,-0.558009,-0.550093,-0.589674,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,none,early,mid,True,65.18,60,0.1998,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,12.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,diversified,0.83500,0.95,0.95,0.45,0.40
ABCL,132,39.04,0.1703,0.0136,0.711525,-0.281081,2,0.5106,1.554287,0.732355,0.696996,0.755927,-0.496588,-0.457050,-0.654741,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,22.80,60,-0.3638,50.00,50.00,0,67.00,2,Baker Bros Advisors; Tang Capital Partners,77.00,MEDIUM,HIGH,48.48,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80
VCEL,133,39.02,0.1863,0.0149,0.467260,-0.140103,2,0.3047,0.496232,0.492486,0.469475,0.507826,-0.517152,-0.517152,-0.517152,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.85,60,-0.2125,50.00,50.00,0,50.00,0,,65.00,LOW,MODERATE,27.92,ev_cfo,0.8000,50,unknown,,50,,60.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
IRON,134,38.77,0.1623,0.013,0.461367,-0.141539,2,0.3231,-0.111032,0.493600,0.456384,0.518410,-0.447781,-0.397751,-0.647902,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,40.01,60,-0.1388,50.00,50.00,0,80.00,7,Baker Bros Advisors; Deerfield Management; Opaleye Management; Orbimed Advisors; Palo Alto Investors; RA Capital Management; Sofinnova Investments,57.00,LOW,MODERATE,32.23,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.77
LCTX,135,38.41,0.1543,0.0123,0.556604,-0.191327,1,0.4269,0.095813,0.682570,0.564447,0.761319,-0.513964,-0.458333,-0.736486,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,early,small,True,38.03,60,-0.1575,50.00,50.00,0,50.00,0,,66.00,MEDIUM,MODERATE,55.36,mcap_per_trial,0.8000,50,unknown,,50,,45.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.37
RCKT,136,38.39,0.1463,0.0117,0.615426,-0.078283,3,0.4280,1.604224,1.023134,0.610329,1.298337,-0.819004,-0.792705,-0.924203,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,sev1,mid,small,True,35.94,60,-0.1850,50.00,50.00,0,80.00,7,RTW Investments; Suvretta Capital Management; Tang Capital Partners,63.00,MEDIUM,MODERATE,81.37,mcap_per_trial,0.8000,52.75,exceptional,Roche,83.0,BTD; FT; ODD; RMAT,50.0,uncrowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
ZLAB,137,38.09,0.1304,0.0104,0.404019,-0.351963,2,0.3572,-0.039423,0.537407,0.399659,0.629240,-0.604927,-0.604927,-0.604927,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,12.66,60,-0.5676,80.00,76.34,67.80,72.00,2,RTW Investments; Rock Springs Capital Management,68.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
SNY,138,38.05,0.1384,0.0111,0.193965,-0.092663,2,0.2745,0.222055,0.239282,0.190087,0.272079,-0.209504,-0.207890,-0.215958,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,29.31,60,-0.2722,80.00,86.00,100.00,64.29,3,Krensavage Asset Management,44.00,LOW,LOW,73.61,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.95
AVXL,139,37.89,0.1066,0.0085,1.292738,-0.375784,2,0.1470,1.241340,1.003687,1.263646,0.830381,-0.770491,-0.770321,-0.771174,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,15.49,60,-0.5013,50.00,50.00,0,50.00,0,,79.00,MEDIUM,HIGH,84.01,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
PCVX,140,37.81,0.0987,0.0079,0.506254,-0.063477,2,0.7099,0.173557,0.704452,0.499345,0.841190,-0.708964,-0.695647,-0.762232,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,56.38,60,0.0886,50.00,50.00,0,80.00,8,Baker Bros Advisors; Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,67.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,52.75,exceptional,Merck,69.8,BTD; FT,10.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.78
BCRX,141,37.67,0.1145,0.0092,0.452564,-0.146465,2,0.4988,0.756269,0.466786,0.443564,0.482268,-0.426273,-0.426273,-0.426273,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,23.31,60,-0.3558,50.00,50.00,0,80.00,4,Deerfield Management; Orbimed Advisors; Tang Capital Partners,68.00,MEDIUM,HIGH,38.31,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78
VIR,142,37.24,0.0829,0.0066,0.715357,0.000000,2,0.6380,0.512600,0.688780,0.723464,0.665657,-0.618257,-0.607339,-0.661927,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,69.21,60,0.2528,80.00,76.52,68.40,61.00,1,Baker Bros Advisors,66.00,LOW,MODERATE,82.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78
CYTK,143,36.45,0.0592,0.0047,0.410966,-0.054439,2,0.6491,0.127123,0.528879,0.405047,0.611434,-0.461039,-0.416275,-0.640092,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,55.00,60,0.0694,80.00,76.88,69.61,61.00,1,RTW Investments,69.00,LOW,MODERATE,34.77,mcap_per_trial,0.8000,40.75,strong,Novartis,50,,75.0,uncrowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.72
KMDA,144,36.26,0.0513,0.0041,0.395482,-0.027283,2,0.2202,-0.188650,0.383014,0.389033,0.379001,-0.288710,-0.288710,-0.288710,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,49.80,60,-0.0028,50.00,50.00,0,50.00,0,,50.00,LOW,LOW,86.55,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.95
TYRA,145,36.13,0.0434,0.0035,0.691628,0.000000,3,0.4128,1.078541,0.652041,0.683589,0.631010,-0.586260,-0.544516,-0.753233,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,0.8774,50.00,50.00,0,70.00,3,Baker Bros Advisors; RA Capital Management,65.00,LOW,MODERATE,20.59,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.53
ABEO,146,36.03,0.0355,0.0028,0.641179,-0.074275,2,0.457349,1.042437,0.643261,0.643261,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,,alpha,False,,none,late,micro,True,29.94,60,-0.2639,50.00,50.00,0,61.00,1,Palo Alto Investors,76.00,MEDIUM,HIGH,88.58,mcap_per_trial,0.8000,50,unknown,,50,,50.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.80
