ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
LYEL,244,23.79,-0.5973,-0.0478,0.890234,-0.369689,2,0.3940,0.871136,0.954864,0.872176,1.009990,-0.554674,-0.475101,-0.872964,FULL,FULL,FULL,0.90,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,74.34,60,0.3210,50.00,50.00,0,50.00,0,,44.00,LOW,LOW,59.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.83500,0.95,0.95,0.45,0.70
CVAC,245,23.70,-0.7878,-0.063,0.408323,-0.151184,2,0.1813,0.023200,0.527907,0.398516,0.614167,-0.457465,-0.446581,-0.501002,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,22.86,60,-0.3629,96.67,79.33,38.86,50.00,0,,65.00,LOW,LOW,78.93,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.70
GRFS,246,23.65,-0.7146,-0.0572,0.317772,-0.032139,2,0.2877,0.280060,0.344202,0.314046,0.364305,-0.286773,-0.254879,-0.414347,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,suppressed,True,cash_runway_lt_6m; survivability_critical,sev2,late,unknown,True,27.91,60,-0.2906,80.00,86.00,100.00,50.00,0,,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.56000,0.1,0.95,0.65,0.94
NUVB,247,23.60,-0.47,-0.0376,1.111420,-0.411950,2,0.3108,1.261592,0.974551,1.094756,0.894414,-0.455157,-0.423480,-0.581864,FULL,FULL,FULL,0.90,0.84778000,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,60.45,60,0.1452,50.00,50.00,0,61.00,1,Palo Alto Investors,74.00,MEDIUM,HIGH,52.54,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
PGEN,248,23.54,-0.7665,-0.0613,0.842740,-0.034694,2,0.3464,1.625929,0.913663,0.831515,0.968429,-0.467640,-0.423645,-0.643617,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,73.64,60,0.3112,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,40.36,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.87
CGON,249,23.47,-0.7986,-0.0639,0.724539,-0.045160,2,0.4430,-0.276692,0.707345,0.709534,0.705886,-0.523601,-0.485818,-0.674734,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,75.34,60,0.3354,50.00,50.00,0,80.00,6,Cormorant Asset Management; Opaleye Management; Orbimed Advisors; RTW Investments; Tang Capital Partners,86.00,LOW,MODERATE,17.51,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.70
CTMX,250,23.38,-0.8316,-0.0665,0.916073,0.000000,3,0.2404,0.024313,1.120681,0.896740,1.269976,-0.614714,-0.539446,-0.915789,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,87.54,60,0.5726,50.00,50.00,0,80.00,7,Baker Bros Advisors; Perceptive Advisors; RA Capital Management; RTW Investments,61.00,LOW,LOW,46.08,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.53
WVE,251,23.24,-0.6354,-0.0508,2.035447,-0.373064,3,0.1196,1.193380,1.500911,1.994969,1.171539,-0.575163,-0.552288,-0.666667,FULL,FULL,FULL,0.90,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,mid,mid,True,61.46,60,0.1508,50.00,50.00,0,80.00,4,Baker Bros Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,28.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.63
INBX,252,23.21,-0.8095,-0.0648,0.573386,-0.219228,3,0.1325,-0.353179,0.840570,0.679379,0.948031,-0.290559,-0.263587,-0.398446,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,sev1,mid,small,True,81.33,60,0.4362,50.00,50.00,0,80.00,3,Acuta Capital Partners; Perceptive Advisors; Sofinnova Investments,53.00,MEDIUM,MODERATE,32.35,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.53
ADCT,253,23.19,-0.8205,-0.0656,0.750510,-0.257261,2,0.2585,-0.403730,0.812605,0.741376,0.860091,-0.482736,-0.405405,-0.792060,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,30.83,60,-0.2522,99.33,91.54,73.37,58.00,1,Opaleye Management,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
NUVL,254,23.09,-0.854,-0.0683,0.496910,-0.085945,2,0.6290,0.185055,0.478705,0.500469,0.464195,-0.360779,-0.333183,-0.471160,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,45.05,60,-0.0688,80.00,66.09,33.64,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; RA Capital Management; Tang Capital Partners,67.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.87000,0.95,0.95,0.65,0.70
ADPT,255,22.91,-0.8427,-0.0674,0.792611,-0.084555,1,0.3021,-0.220678,0.737590,0.773962,0.713342,-0.313897,-0.279081,-0.453162,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,mid,True,49.60,60,-0.0056,50.00,50.00,0,50.00,0,,64.00,LOW,LOW,20.83,ev_revenue,0.8000,41.62,exceptional,Genentech,67.2,ODD; RMAT,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.30
BDTX,256,22.68,-0.6258,-0.0501,0.821864,-0.469199,3,0.3557,1.077587,0.784000,0.802373,0.771751,-0.598523,-0.540441,-0.830853,FULL,FULL,FULL,0.90,0.892400,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,mid,micro,True,22.19,60,-0.3738,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.53
ARTV,257,21.96,-0.8654,-0.0692,1.769247,-0.230159,3,0.138990,1.589759,1.743006,1.743006,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,sev1,mid,micro,True,59.20,60,0.1278,63.70,49.65,16.87,65.71,3,RA Capital Management,48.00,LOW,LOW,89.22,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83000,0.95,0.95,0.45,0.60
AVTR,258,21.59,-0.8886,-0.0711,0.376441,-0.075397,1,0.2062,0.162457,0.602973,0.644040,0.575594,-0.544957,-0.527135,-0.616245,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,mid,True,32.23,60,-0.2338,50.00,50.00,0,50.00,0,,54.00,LOW,LOW,52.60,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.40
CDTX,259,21.37,-0.877,-0.0702,,,2,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,suppressed,True,cash_runway_lt_6m; survivability_critical,sev2,late,unknown,True,50,,,50.00,50.00,0,80.00,5,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.455,0.1,0.95,0.45,0.78
KRYS,260,21.26,-0.9123,-0.073,0.341852,-0.052855,2,0.5000,-0.020460,0.399458,0.340938,0.438471,-0.376977,-0.365563,-0.422634,FULL,FULL,FULL,0.90,1.00,neutral,def_corr_placeholder_0.50,alpha,False,,none,late,mid,True,71.61,60,0.2844,80.67,79.25,75.92,80.00,7,Acuta Capital Partners; Orbimed Advisors; Perceptive Advisors; Redmile Group,71.00,MEDIUM,MODERATE,12.99,ev_cfo,0.8000,50,unknown,,71.0,BTD; ODD,75.0,uncrowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
STOK,261,21.15,-0.9364,-0.0749,0.740127,-0.162124,2,0.4466,1.429761,0.714772,0.728361,0.705713,-0.562162,-0.536892,-0.663242,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,57.77,60,0.1079,50.00,50.00,0,80.00,8,Baker Bros Advisors; Opaleye Management; Palo Alto Investors; RTW Investments; Redmile Group; Tang Capital Partners,74.00,MEDIUM,HIGH,60.39,ev_cfo,0.8000,50,unknown,,50,,15.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.73
RGEN,262,20.43,-0.9243,-0.0739,0.327501,-0.066672,1,0.4000,0.026453,0.439924,0.350090,0.499813,-0.395555,-0.375057,-0.477545,FULL,FULL,FULL,0.90,0.9800,neutral,def_mult_rsi_overbought_0.98,suppressed,True,single_asset_early_stage,sev1,early,mid,True,44.78,60,-0.0725,50.00,50.00,0,74.29,6,Avidity Partners Management; Perceptive Advisors,61.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.37
RAPT,263,19.55,-0.9611,-0.0769,1.200495,0.000000,3,0.3343,-0.082647,1.133865,1.172432,1.108154,-0.610754,-0.520513,-0.971720,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.8502,50.00,50.00,0,80.00,6,Deep Track Capital; Perceptive Advisors; RTW Investments,44.00,LOW,LOW,24.51,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
IMMP,264,19.41,-0.9737,-0.0779,0.761206,-0.050314,2,0.1759,0.754868,0.718447,0.748978,0.698093,-0.424340,-0.389558,-0.563468,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,73.22,60,0.3056,63.70,49.65,16.87,50.00,0,,55.00,LOW,LOW,89.59,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.70
KURA,265,19.31,-0.9487,-0.0759,0.604831,-0.326606,2,0.6478,0.110143,0.607613,0.599808,0.612816,-0.463187,-0.387845,-0.764556,FULL,FULL,FULL,0.90,0.9500,penalty,def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,33.40,60,-0.2185,50.00,50.00,0,61.00,1,EcoR1 Capital,59.00,LOW,MODERATE,85.53,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
PHVS,266,19.27,-0.9865,-0.0789,0.729732,-0.054316,2,0.4207,0.393346,0.674306,0.714616,0.647433,-0.408783,-0.353199,-0.631119,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,49.60,60,-0.0056,94.95,80.23,45.87,80.00,4,Baker Bros Advisors; Cormorant Asset Management; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,37.82,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.78000,0.65,0.95,0.65,0.70
RANI,267,19.20,-0.9004,-0.072,1.231640,-0.448000,1,0.0447,0.984976,1.536237,1.235300,1.736862,-0.812257,-0.778378,-0.947771,FULL,FULL,FULL,0.90,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev2,early,micro,True,54.17,60,0.0579,80.00,67.99,39.96,50.00,0,,61.00,LOW,MODERATE,83.93,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.78000,0.65,0.95,0.65,0.45
SRRK,268,19.09,-1.0125,-0.081,0.670502,-0.080193,2,0.4457,-0.036575,0.667336,0.658560,0.673186,-0.460421,-0.425047,-0.601914,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,sev1,late,mid,True,59.95,60,0.1382,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,13.96,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83000,0.95,0.95,0.45,0.80
AZN,269,19.08,-0.9994,-0.08,0.233024,-0.007681,2,0.3439,0.347250,0.248903,0.231615,0.260428,-0.190066,-0.167907,-0.278704,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,sev2,late,large,True,45.48,60,-0.0628,80.00,86.00,100.00,61.00,1,Sofinnova Investments,38.00,LOW,LOW,49.54,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.87
XERS,270,18.44,-1.0257,-0.0821,0.716562,-0.276768,1,0.1723,0.292248,0.705742,0.705742,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,small,True,21.88,60,-0.3788,50.00,50.00,0,80.00,6,Deerfield Management; Orbimed Advisors; Redmile Group,62.00,LOW,MODERATE,12.99,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.35
CRVS,271,18.07,-1.0391,-0.0831,2.118996,-0.134796,2,0.6206,1.887926,1.562727,2.072243,1.223050,-0.527817,-0.483516,-0.705021,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,96.55,60,2.3297,55.00,42.78,14.27,72.00,2,Perceptive Advisors; RTW Investments,53.00,MEDIUM,MODERATE,41.37,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.70
EYPT,272,16.94,-1.0806,-0.0864,0.701534,-0.199470,2,0.4074,1.036831,0.719246,0.694964,0.735434,-0.561763,-0.486957,-0.860990,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,sev2,late,small,True,48.33,60,-0.0232,86.72,66.04,17.79,80.00,3,Cormorant Asset Management; Orbimed Advisors; Rock Springs Capital Management,65.00,LOW,MODERATE,66.24,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.95
ACLX,273,16.59,-1.1093,-0.0887,0.575629,-0.238654,2,0.3925,-0.628886,0.539330,0.564300,0.522683,-0.365374,-0.330627,-0.504365,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,mid,True,24.76,60,-0.3340,50.00,50.00,0,80.00,6,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,74.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,74.0,focused,0.83500,0.95,0.95,0.45,0.70
CELC,274,16.02,-1.1542,-0.0923,0.487059,0.000000,2,0.430004,1.110642,0.512054,0.512054,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,86.73,60,0.5527,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,68.00,MEDIUM,HIGH,19.54,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
