rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,days_to_catalyst,in_optimal_window,catalyst_score_effective,alpha_60d,momentum_score,momentum_window,valuation_method,mcap_per_asset,ev_multiple,peer_count,si_score,si_crowding_risk,si_squeeze_potential,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,top_tier_partners,has_fda_designations,designation_types,pipeline_diversity_score,pipeline_risk_profile,program_count,competitive_position,crowding_level,competitor_count,cash_runway_months,survivability_score,ms_composite,ms_fv_discount,ms_capital_efficiency,ms_leverage_health,ms_growth_quality,ms_momentum,ms_moat_quality,ms_regime,ms_confidence
61,NAMS,48.53,48.53,0.0658,0.8227,late,mid,none,55.23,56.09,49.64,33.83,78.84677671920060792906944743,0.83500,0.95,0.45,10.5875,10.5875,5,5,True,moderate,,,22,True,51.04,-0.2489,31.08,60,mcap_per_trial,190.05,,201,63.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,19,me_too,uncrowded,1842,78.69165539437473,5.0,52.60,37.95,50,84.99,50,60.46,50,development,1.0
62,TEM,48.29,48.29,0.0722,0.9025,late,mid,none,67.76,49.63,54.75,93.53,61.72200336253924540177940228,0.87500,0.95,0.65,3.4776,3.4776,4,4,True,weak,,,21,True,71.30,-0.3026,27.00,60,ev_revenue,,12.15,108,50.00,MEDIUM,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,237,me_too,uncrowded,10742,33.31181676210307,0.0,43.29,53.44,32.35,20.00,65.58,37.32,,commercial,0.88
63,ARDX,48.17,48.17,0.0667,0.8338,late,small,none,77.00,38.74,42.77,74.88,42.36802222123446424002421713,0.80000,0.95,0.30,1.1022,1.1022,1,1,True,weak,,,24,True,47.40,0.1467,60.56,60,ev_revenue,,6.69,108,53.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,32,me_too,uncrowded,2891,47.21915184678522,-2.0,55.64,69.20,32.39,41.86,67.18,77.95,,commercial,0.88
64,SIGA,48.00,48.00,0.0649,0.8118,late,small,none,62.09,57.27,45.15,77.61,,0.83500,0.95,0.45,,,0,0,False,,,below_threshold,83,False,42.09,-0.3841,21.57,60,ev_cfo,,5.41,77,53.00,LOW,LOW,,unknown,0,unknown,0,True,FT,79.0,diversified,11,me_too,uncrowded,2498,,2.0,72.81,67.21,68.05,85.00,86.90,46.86,,commercial,0.88
65,MIRM,47.78,47.78,0.0641,0.8009,late,mid,none,70.75,40.17,40.66,74.88,56.59723000587788287448935713,0.80500,0.95,0.30,5.9227,5.9227,3,3,True,moderate,,,114,False,39.51,0.1959,64.89,60,ev_cfo,,50.00,77,71.00,LOW,MODERATE,,unknown,1,strong,0,False,,83.0,broad_portfolio,34,me_too,uncrowded,2397,,1.0,52.49,56.64,37.75,38.73,69.21,87.75,,commercial,0.88
66,ANRO,47.64,46.21,0.0632,0.7901,late,small,none,61.64,55.43,55.44,70.15,61.25519210436501757148264707,0.83500,0.95,0.45,1.2847,1.2847,2,2,False,,,stage_pivotal_not_active,22,True,70.11,1.1037,96.55,60,mcap_per_trial,45.67,,201,72.00,LOW,LOW,,unknown,0,unknown,0,False,,68.0,diversified,11,me_too,highly_crowded,819,41.08493776861352,4.0,46.66,26.23,50,72.78,50,67.55,50,development,1.0
67,TVTX,47.40,47.40,0.0694,0.8677,late,mid,none,59.70,57.66,43.58,82.09,78.84677671920060792906944743,0.83000,0.95,0.45,6.9904,6.9904,5,5,True,moderate,,,52,True,51.41,-0.1086,42.18,60,ev_revenue,,8.41,108,48.00,MEDIUM,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,19,me_too,uncrowded,2723,186.98731221296802,1.0,46.65,60.01,32.28,20.00,64.95,57.34,,commercial,0.88
68,OCUL,46.98,46.98,0.0558,0.6969,late,small,none,67.46,27.30,43.58,87.56,85,0.83500,0.95,0.45,9.6962,9.6962,5,5,True,strong,,,52,True,46.60,-0.3291,25.09,60,mcap_per_trial,60.19,,201,48.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,57,me_too,uncrowded,1085,26.746381355658272,5.0,61.57,73.86,50,71.00,50,38.82,50,development,1.0
69,LAB,46.70,46.70,0.0566,0.7069,late,small,none,68.65,41.76,55.61,93.53,48.86500528650954314145117605,0.83000,0.95,0.45,0.6424,0.6424,1,1,False,,,stage_pivotal_not_active,14,True,80.75,-0.0392,47.17,60,mcap_per_trial,17.18,,201,61.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,1000,me_too,uncrowded,11805,26.293154915079775,1.0,80.61,89.53,68.91,79.36,90.00,46.02,,commercial,0.88
70,MLYS,46.42,46.42,0.0598,0.7479,late,mid,none,50.74,67.08,47.12,39.80,85,0.83000,0.95,0.45,10.8669,10.8669,7,7,True,strong,,,68,False,42.09,0.0849,56.12,60,mcap_per_trial,405.06,,201,59.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,6,me_too,highly_crowded,501,93.12685596203887,5.0,44.66,16.13,50,85.00,50,54.28,50,development,1.0
71,MNKD,46.38,46.38,0.0582,0.7272,late,small,none,76.42,37.28,52.16,74.88,,0.83000,0.95,0.45,,,0,0,False,,,below_threshold,53,True,62.97,-0.0162,48.83,60,ev_cfo,,50.00,77,47.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,63,me_too,highly_crowded,6426,,1.0,69.62,76.62,58.77,,76.36,67.72,50.00,commercial,0.88
72,IONS,46.28,46.28,0.0676,0.845,late,large,none,58.81,68.45,35.02,55.97,,0.87000,0.95,0.65,,,0,0,False,,,below_threshold,22,True,64.83,0.1263,59.09,60,ev_revenue,,17.92,108,79.00,LOW,MODERATE,,unknown,3,exceptional,3,True,ODD,88.0,broad_portfolio,153,me_too,uncrowded,11223,187.56853769503448,5.0,39.91,35.03,32.42,30.96,48.09,79.41,65.00,commercial,1.0
73,ALDX,45.67,45.67,0.0495,0.6188,late,small,none,64.18,39.74,50.88,53.48,61.25519210436501757148264707,0.83500,0.95,0.45,1.7822,1.7822,2,2,False,,,stage_pivotal_not_active,,False,59.97,-0.1539,38.30,60,mcap_per_trial,10.90,,201,64.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,34,me_too,moderate,2934,45.17501975391653,4.0,55.58,49.88,50,79.65,50,55.62,50,development,1.0
74,NTRA,45.37,45.37,0.0526,0.6573,late,large,none,73.14,35.19,52.85,82.09,55.12297367493130298492723022,0.83000,0.95,0.45,6.3249,6.3249,5,5,True,moderate,,,51,True,64.48,0.0345,52.49,60,ev_cfo,,50.00,77,60.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,80,me_too,uncrowded,9521,,2.0,53.55,47.89,32.62,79.13,61.23,70.22,,commercial,0.88
75,NVCR,45.09,45.09,0.0615,0.7688,late,small,none,58.51,68.45,55.05,82.09,38.86802222123446424002421713,0.87500,0.95,0.65,1.7811,1.7811,1,1,True,weak,,,22,True,71.30,-0.1900,35.56,60,ev_revenue,,2.35,108,66.00,LOW,MODERATE,,unknown,0,unknown,0,False,,86.0,broad_portfolio,76,me_too,highly_crowded,6040,290.51328179901617,3.0,61.99,92.71,32.33,57.89,45.97,40.25,,commercial,0.88
76,LCTX,45.07,45.07,0.0399,0.4993,early,small,none,69.48,18.49,37.47,88.60,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,False,50.00,-0.1575,38.03,60,mcap_per_trial,79.23,,28,66.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,64.0,focused,5,best_in_class,uncrowded,11,34.60095434798091,2.0,45.22,18.77,50,81.26,50,60.41,50,development,1.0
77,AVIR,45.06,45.06,0.055,0.6869,late,small,none,53.73,63.48,52.63,58.46,42.31012452779868932982365778,0.83000,0.95,0.45,1.099,1.099,2,2,True,weak,,,22,True,58.59,-0.0857,43.83,60,ev_revenue,,0.50,108,73.00,LOW,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,35,me_too,highly_crowded,1556,38.06747071516646,5.0,60.86,58.86,50,84.92,50,79.47,50,development,1.0
78,APLS,45.02,45.02,0.0771,0.9632,late,mid,none,53.43,68.92,45.57,28.11,77.97155007586197045635949258,0.83500,0.95,0.45,8.5771,8.5771,6,6,True,strong,,,63,False,42.09,-0.2872,28.17,60,ev_cfo,,48.46,77,66.00,MEDIUM,MODERATE,,unknown,1,exceptional,0,False,,86.0,broad_portfolio,30,me_too,moderate,3648,,1.0,63.59,76.35,59.48,35.57,76.93,53.14,,commercial,0.88
79,RIGL,44.67,43.33,0.0542,0.677,late,small,none,49.10,59.16,61.40,48.01,42.36802222123446424002421713,0.80000,0.95,0.30,0.6424,0.6424,1,1,True,weak,,,24,True,62.77,-0.1061,42.36,60,ev_cfo,,10.76,77,57.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,88.0,broad_portfolio,40,me_too,uncrowded,7505,,-1.0,60.46,45.90,69.23,39.70,88.41,63.91,50.00,commercial,1.0
80,GILD,44.44,44.44,0.0534,0.6671,late,large,none,69.25,39.27,56.52,82.09,45.50310270302896701606032734,0.83000,0.95,0.45,3.7589,3.7589,2,2,True,weak,,,17,True,77.60,-0.0705,44.93,60,ev_cfo,,28.94,77,57.00,LOW,LOW,,unknown,2,exceptional,0,False,,88.0,broad_portfolio,1000,me_too,highly_crowded,10238,,1.0,52.24,32.86,67.79,40.04,69.11,80.10,85.00,commercial,1.0
81,ONC,44.43,44.43,0.0518,0.6476,late,large,none,57.91,62.22,52.79,82.09,48.50310270302896701606032734,0.83000,0.95,0.45,4.1504,4.1504,2,2,True,weak,,,3,True,74.45,-0.1368,40.15,60,ev_cfo,,50.00,77,53.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,78,me_too,highly_crowded,6033,,3.0,57.77,39.50,47.73,81.21,72.61,70.29,50.00,commercial,1.0
82,SPRY,44.16,40.63,0.051,0.6379,late,small,none,55.67,42.78,52.16,63.43,72.07853375405558968902142040,0.83500,0.95,0.45,5.4785,5.4785,6,6,True,strong,,,53,True,57.26,-0.2934,27.70,60,mcap_per_trial,201.35,,201,84.00,HIGH,HIGH,,unknown,0,unknown,0,False,,70.0,focused,5,me_too,uncrowded,154,27.150893775366814,0.0,59.94,76.64,32.14,66.37,59.39,43.85,,commercial,0.88
83,EXEL,44.16,44.16,0.0472,0.5905,late,large,none,60.00,57.78,51.72,93.53,,0.87000,0.95,0.65,,,0,0,False,,,below_threshold,2,True,71.30,-0.1428,39.72,60,ev_cfo,,19.37,77,67.00,LOW,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,146,me_too,highly_crowded,4851,,4.0,57.51,17.56,67.90,79.10,81.13,66.54,50.00,commercial,1.0
84,ALNY,44.04,44.04,0.048,0.5999,late,large,none,45.00,53.34,53.36,61.69,71.32959733223208164121619784,0.87500,0.95,0.65,8.2776,8.2776,6,6,True,moderate,,,12,True,84.06,-0.4163,19.73,60,ev_cfo,,50.00,77,48.00,LOW,LOW,,unknown,2,exceptional,2,True,"BTD, ODD",88.0,broad_portfolio,88,me_too,uncrowded,10670,,2.0,50.42,43.39,67.58,20.00,71.52,40.93,65.00,commercial,1.0
85,CABA,44.02,44.02,0.0364,0.4553,early,micro,sev1,76.84,29.13,37.47,95.00,66.5,0.83000,0.95,0.45,3.3939,3.3939,3,3,False,,,stage_early_not_active,,False,50.00,0.1207,58.69,60,mcap_per_trial,34.59,,28,73.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,66.0,focused,7,me_too,highly_crowded,1267,19.747412178708867,4.0,65.34,77.28,50,82.49,50,48.94,50,development,1.0
86,KNSA,43.77,43.77,0.045,0.5627,late,mid,none,56.71,54.15,26.54,48.01,45.47245664921652034719931198,0.80000,0.95,0.30,3.5406,3.5406,2,2,True,weak,,,24,True,38.45,-0.0470,46.61,60,ev_cfo,,36.19,77,58.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,15,me_too,uncrowded,3011,,5.0,66.87,58.71,54.40,83.90,78.51,82.64,,commercial,0.88
87,GLPG,43.75,43.75,0.0357,0.4466,late,mid,none,76.12,20.92,49.40,93.53,56.59723000587788287448935713,0.74500,0.95,0.45,5.3505,5.3505,3,3,True,weak,,,3,True,51.64,-0.1632,37.60,60,mcap_per_trial,75.39,,201,53.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,134,me_too,highly_crowded,7026,,3.0,52.33,50.74,37.43,84.81,34.87,64.48,,commercial,0.88
88,ARQT,43.67,43.67,0.0465,0.5812,late,mid,none,59.25,45.01,44.46,48.01,61.72200336253924540177940228,0.83000,0.95,0.45,6.6891,6.6891,4,4,True,moderate,,,55,True,46.53,-0.0260,48.13,60,ev_revenue,,12.39,108,65.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,26,me_too,highly_crowded,1268,58.05080173072029,0.0,47.56,43.41,33.07,50.70,67.27,69.93,,commercial,0.88
89,FHTX,43.66,42.35,0.0443,0.5535,early,small,none,51.58,51.66,37.47,67.54,52.5,0.83000,0.95,0.45,0.5139,0.5139,1,1,False,,,stage_early_not_active,,False,50.00,0.0544,53.92,60,mcap_per_trial,81.43,,28,61.00,LOW,LOW,,unknown,0,unknown,0,False,,63.0,focused,4,me_too,highly_crowded,4568,33.89321300996428,5.0,56.46,62.27,50,,50,69.99,50,development,0.88
90,GPCR,43.47,43.47,0.035,0.4379,mid,mid,none,61.38,37.96,51.62,63.79,85,0.83500,0.95,0.45,13.8911,13.8911,9,9,True,moderate,,,22,True,47.18,2.0283,96.55,60,mcap_per_trial,977.18,,52,57.00,LOW,MODERATE,,unknown,0,unknown,0,False,,67.0,focused,6,me_too,highly_crowded,1004,60.77027309659469,5.0,68.59,80.78,50,84.87,50,80.83,50,development,1.0
91,HALO,43.29,43.29,0.0435,0.5443,late,mid,none,72.24,33.41,39.54,82.09,,0.80000,0.95,0.30,,,0,0,False,,,below_threshold,236,False,35.92,-0.1434,39.68,60,ev_cfo,,22.18,77,68.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,88.0,broad_portfolio,47,me_too,uncrowded,7248,,-1.0,48.76,48.56,50,,50,39.70,50,development,0.88
92,TECH,42.70,42.70,0.0316,0.3951,late,mid,none,68.95,28.57,54.32,93.53,34.34768329255515781990926682,0.83000,0.95,0.45,0.6424,0.6424,1,1,True,weak,,,8,True,77.60,-0.0764,44.50,60,ev_cfo,,50.00,77,55.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,1000,me_too,highly_crowded,11476,,3.0,60.26,59.63,50.75,71.29,60.06,61.34,65.00,commercial,1.0
93,ANIP,42.59,42.59,0.0428,0.5353,late,small,none,60.30,38.44,39.56,70.15,51.31012452779868932982365778,0.83500,0.95,0.45,2.4617,2.4617,2,2,True,weak,,,22,True,43.66,-0.2406,31.72,60,ev_cfo,,13.12,77,63.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,76.0,broad_portfolio,14,me_too,uncrowded,993,,-1.0,52.94,50.11,55.25,37.56,72.12,60.49,,commercial,0.88
94,PTGX,42.58,40.35,0.0323,0.4036,late,mid,none,48.52,41.91,29.29,48.01,72.84677671920060792906944743,0.83000,0.95,0.45,8.743,8.743,5,5,True,strong,,,53,True,40.30,-0.0228,48.36,60,ev_cfo,,48.88,77,59.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,80.0,broad_portfolio,14,me_too,moderate,2272,,5.0,62.38,45.22,54.64,83.97,84.60,72.18,,commercial,0.88
95,AMRX,42.50,42.50,0.0421,0.5262,late,mid,none,71.94,36.74,40.45,70.15,,0.83000,0.95,0.45,,,0,0,False,,,below_threshold,22,True,45.87,0.1223,58.81,60,ev_cfo,,33.43,77,41.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,17,me_too,highly_crowded,8610,,1.0,38.78,25.62,45.31,,44.66,84.59,,commercial,0.77
96,MDGL,42.21,42.21,0.0392,0.4904,late,large,none,59.25,43.04,25.43,33.83,83.32959733223208164121619784,0.87000,0.95,0.65,12.4697,12.4697,6,6,True,moderate,,,22,True,49.54,-0.0340,47.55,60,mcap_per_trial,634.06,,201,73.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,17,me_too,highly_crowded,2630,88.98346522983667,1.0,45.00,44.37,32.15,63.98,33.65,71.62,,commercial,0.88
97,DSGN,42.15,42.15,0.0607,0.7583,mid,small,none,52.07,57.09,42.78,25.86,78.19432914092713950942253910,0.80500,0.95,0.30,4.2256,4.2256,4,4,True,weak,,,206,False,36.10,0.5700,87.43,60,mcap_per_trial,117.86,,52,53.00,LOW,LOW,,unknown,0,unknown,0,False,,64.0,focused,5,best_in_class,uncrowded,20,58.30439705604831,5.0,63.74,65.96,50,84.62,50,88.42,50,development,1.0
98,FOLD,41.51,41.51,0.0343,0.4293,late,mid,none,52.84,38.44,39.59,55.97,80.97155007586197045635949258,0.80500,0.95,0.30,7.4729,7.4729,6,6,True,moderate,,,114,False,36.86,0.4044,79.61,60,ev_cfo,,50.00,77,60.00,LOW,LOW,,unknown,1,strong,1,True,ODD,83.0,broad_portfolio,55,me_too,highly_crowded,623,,1.0,40.71,10.00,41.61,28.65,63.81,87.52,50.00,commercial,1.0
99,SYRE,41.47,41.47,0.033,0.4121,mid,mid,none,38.07,58.69,56.81,83.62,80.97155007586197045635949258,0.87500,0.95,0.65,5.4787,5.4787,6,6,True,weak,,,11,True,81.68,0.3086,73.45,60,mcap_per_trial,425.46,,52,81.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,67.0,focused,6,me_too,highly_crowded,1614,53.04364983877954,5.0,64.09,67.36,50,85.00,50,84.24,50,development,1.0
100,CRL,41.28,41.28,0.0337,0.4207,late,mid,none,64.48,35.06,54.15,93.53,,0.83000,0.95,0.45,,,0,0,False,,,below_threshold,21,True,71.30,0.0298,52.14,60,ev_cfo,,21.97,77,54.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,121,me_too,uncrowded,9225,,1.0,50.13,49.57,43.84,48.64,50.76,69.14,65.00,commercial,1.0
101,INVA,41.11,41.11,0.0385,0.4816,late,small,none,51.79,67.37,39.87,64.43,,0.80500,0.95,0.30,,,0,0,False,,,below_threshold,204,False,36.80,-0.1764,36.60,60,ev_cfo,,9.54,77,63.00,LOW,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,5,me_too,highly_crowded,4569,,0.0,59.31,39.14,60.29,65.96,68.37,69.66,50.00,commercial,1.0
102,ARGX,40.67,40.67,0.0229,0.2868,late,large,none,65.37,13.28,59.73,82.09,85,0.78000,0.95,0.65,11.7666,11.7666,6,6,True,moderate,,,16,True,77.60,-0.1382,40.05,60,ev_revenue,,20.00,108,61.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,86,me_too,uncrowded,9175,,3.0,67.76,29.31,,84.56,90.00,65.99,50.00,commercial,0.88
103,DVAX,40.34,39.53,0.0407,0.5082,late,small,none,47.93,73.68,42.55,58.46,45.31012452779868932982365778,0.80000,0.95,0.30,2.4289,2.4289,2,2,True,moderate,,,111,False,41.14,0.1388,59.99,60,ev_cfo,,38.82,77,75.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,30,me_too,crowded,6433,,1.0,58.10,67.67,41.36,59.72,49.39,85.15,,commercial,0.88
104,TCRX,40.25,40.25,0.0249,0.3114,early,micro,sev1,70.53,18.82,52.28,67.54,75.73699916485804575238619442,0.83500,0.95,0.45,1.2847,1.2847,2,2,True,moderate,,,52,True,50.57,-0.5271,14.35,60,mcap_per_trial,7.05,,28,64.00,LOW,LOW,,unknown,0,unknown,0,False,,80.0,diversified,8,me_too,highly_crowded,6590,21.423734719358865,3.0,64.83,91.78,50,57.86,50,25.77,50,development,1.0
105,BNTX,40.21,40.21,0.0236,0.295,late,large,none,62.39,31.23,54.84,82.09,53.91635001763052432863826259,0.74000,0.95,0.45,3.0943,3.0943,4,4,True,weak,,,13,True,74.45,-0.0906,43.48,60,mcap_per_trial,892.98,,201,58.00,LOW,LOW,,unknown,2,exceptional,2,False,,86.0,broad_portfolio,115,me_too,highly_crowded,6695,,3.0,58.35,49.24,50,84.45,50,60.03,50,development,1.0
106,ARVN,39.87,36.68,0.0574,0.717,late,small,none,54.93,68.45,36.61,10.70,72.19432914092713950942253910,0.87500,0.95,0.65,5.7739,5.7739,4,4,True,moderate,,,22,True,60.75,0.2699,70.51,60,ev_revenue,,0.50,108,76.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,26,me_too,highly_crowded,5014,38.82004930156122,5.0,63.49,67.80,39.77,83.98,62.85,65.77,,commercial,0.88
107,AMPH,39.69,39.69,0.0296,0.3697,late,small,none,52.10,56.00,29.81,68.16,,0.83500,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,False,50.00,-0.2005,34.76,60,ev_cfo,,13.50,77,73.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,20,me_too,highly_crowded,143,,1.0,65.61,75.90,60.01,46.21,73.75,63.73,,commercial,0.88
108,EPRX,39.44,39.44,0.0171,0.2138,mid,small,none,58.27,26.08,35.88,93.97,66.25222683436291441962309844,0.80500,0.85,0.45,5.4109,5.4109,3,3,False,,,no_catalyst_data,,False,50.00,0.2082,65.82,60,mcap_per_trial,151.49,,52,44.00,LOW,LOW,,unknown,0,unknown,0,False,,64.0,focused,3,me_too,crowded,26,48.84786935871461,5.0,55.01,41.20,50,84.95,50,85.91,50,development,1.0
109,SNY,39.13,39.13,0.0107,0.134,late,large,none,76.72,16.63,56.40,95.00,32.29647904572818835977135972,0.78500,0.95,0.65,0.3854,0.3854,1,1,True,weak,,,9,True,77.60,-0.2722,29.31,60,ev_revenue,,3.54,108,44.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,1000,me_too,highly_crowded,11427,,3.0,70.37,70.92,71.16,73.02,72.83,51.59,65.00,commercial,1.0
110,INSM,39.12,39.12,0.0256,0.3197,late,large,none,57.61,22.96,52.65,30.60,85,0.83500,0.95,0.45,22.6339,22.6339,14,14,True,moderate,,,15,True,71.01,-0.1747,36.72,60,ev_revenue,,20.00,108,48.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,50,me_too,highly_crowded,7693,23.919050383987553,0.0,36.88,19.36,50,34.71,50,57.21,50,development,1.0
111,LXEO,39.04,35.98,0.0114,0.1419,early,small,sev1,71.58,15.77,24.59,93.86,55.0,0.83500,0.95,0.45,0.6424,0.6424,1,1,False,,,stage_early_not_active,,False,48.68,-0.1892,35.62,60,mcap_per_trial,78.93,,28,57.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,7,me_too,uncrowded,789,17.096112228530693,2.0,64.19,74.20,50,81.18,50,52.07,50,development,1.0
112,PTCT,39.01,39.01,0.0458,0.5719,late,mid,none,43.28,77.00,39.87,39.80,72.84677671920060792906944743,0.83000,0.95,0.45,8.8983,8.8983,5,5,True,strong,,,82,False,39.49,0.0296,52.13,60,ev_cfo,,9.12,77,79.00,LOW,MODERATE,,unknown,0,unknown,0,False,,88.0,broad_portfolio,74,me_too,moderate,8217,,3.0,57.65,44.38,54.50,,88.70,71.25,,commercial,0.77
113,ORIC,38.81,38.81,0.0088,0.1102,early,small,sev1,73.68,8.10,51.05,67.54,65.75222683436291441962309844,0.83000,0.95,0.45,5.8351,5.8351,3,3,True,strong,,,52,True,48.46,-0.1331,40.42,60,mcap_per_trial,115.08,,28,74.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,63.0,focused,9,me_too,highly_crowded,4817,19.075073174590617,3.0,62.66,69.23,50,85.00,50,42.61,50,development,1.0
114,RCKT,38.69,38.69,0.0101,0.1261,mid,small,sev1,60.34,16.18,36.89,93.97,65.75222683436291441962309844,0.83500,0.95,0.45,2.4528,2.4528,3,3,True,moderate,,,87,False,33.25,-0.1850,35.94,60,mcap_per_trial,20.47,,52,63.00,MEDIUM,MODERATE,,unknown,1,exceptional,1,False,,79.0,broad_portfolio,18,fast_follower,uncrowded,9,17.070450597731686,2.0,66.75,83.93,50,80.48,50,37.79,50,development,1.0
115,TGTX,38.60,38.60,0.019,0.238,late,mid,none,57.01,30.16,40.49,82.09,50.59723000587788287448935713,0.80500,0.95,0.30,2.8552,2.8552,3,3,True,weak,,,143,False,36.58,-0.2387,31.86,60,ev_revenue,,10.36,108,73.00,MEDIUM,HIGH,,unknown,1,strong,0,False,,86.0,broad_portfolio,46,me_too,highly_crowded,5780,33.79674657534247,0.0,63.40,59.35,68.75,49.29,90.00,39.20,,commercial,0.88
116,PYXS,38.54,38.54,0.0126,0.1578,early,micro,sev1,56.84,20.95,51.34,67.54,85,0.83500,0.95,0.45,2.1234,2.1234,3,3,True,strong,,,83,False,45.99,-0.3429,24.15,60,mcap_per_trial,18.55,,28,47.00,LOW,LOW,,unknown,0,unknown,0,False,,63.0,focused,5,me_too,highly_crowded,4571,17.24111163447951,2.0,49.02,38.04,50,71.00,50,38.50,50,development,1.0
117,GHRS,38.52,38.52,0.0069,0.0865,mid,small,none,59.31,8.35,41.94,63.79,84.13643144749136459922197975,0.74000,0.95,0.45,5.7203,5.7203,5,5,False,,,no_catalyst_data,,False,50.00,0.0008,50.06,60,mcap_per_trial,118.75,,52,54.00,LOW,LOW,,unknown,0,unknown,0,False,,72.0,diversified,8,me_too,highly_crowded,1003,,3.0,63.96,70.56,50,84.91,50,59.56,50,development,1.0
118,FATE,38.16,35.08,0.0371,0.464,mid,micro,none,55.17,42.92,36.08,25.86,75.23699916485804575238619442,0.83000,0.95,0.45,2.2563,2.2563,2,2,False,,,no_catalyst_data,,False,50.00,-0.0967,43.04,60,mcap_per_trial,5.67,,52,59.00,LOW,MODERATE,,unknown,0,unknown,0,False,,84.0,broad_portfolio,23,me_too,highly_crowded,5819,29.212178325480245,3.0,68.02,93.72,50,66.82,50,43.73,50,development,1.0
119,GERN,37.98,37.98,0.0503,0.6283,late,small,none,54.18,68.45,39.54,10.70,54.75519210436501757148264707,0.80500,0.95,0.30,2.326,2.326,2,2,False,,,stage_pivotal_not_active,114,False,38.62,-0.1648,37.47,60,mcap_per_trial,42.80,,201,75.00,LOW,MODERATE,,unknown,0,unknown,0,False,,86.0,broad_portfolio,22,me_too,moderate,6095,34.498018125314026,1.0,61.14,81.88,32.49,59.03,61.06,49.82,,commercial,0.88
120,ROIV,37.88,37.88,0.0414,0.5172,mid,large,none,47.74,68.45,24.50,25.86,79.12297367493130298492723022,0.74000,0.85,0.45,7.3435,7.3435,5,5,False,,,no_catalyst_data,,False,47.02,0.1042,57.51,60,neutral,7612.155392,,0,48.00,LOW,LOW,,unknown,0,unknown,0,False,,49.0,concentrated,2,me_too,highly_crowded,1492,130.09428771136658,4.0,50.86,31.18,50,83.56,50,78.10,50,development,1.0
121,AUPH,37.63,37.63,0.0145,0.1817,late,small,none,47.33,44.41,29.81,48.01,48.86500528650954314145117605,0.83000,0.95,0.45,2.5694,2.5694,1,1,False,,,stage_pivotal_not_active,,False,50.00,-0.1171,41.57,60,ev_cfo,,19.26,77,59.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,18,me_too,highly_crowded,2945,,0.0,67.21,57.23,64.47,73.61,84.67,73.66,,commercial,0.88
