rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,company_stage,lead_program_stage,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,clinical_contrib,financial_contrib,catalyst_contrib,pos_contrib,momentum_contrib,smart_money_contrib,clinical_conf,financial_conf,catalyst_conf,pos_conf,confidence_overall,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,reinforce_pts,catalyst_mult,momentum_mult,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
230,RVMD,16.80,15.46,-0.0435,-0.5443,late,poc,large,none,17.83,37.34,42.93,6.61,,,85,5.81,7.20,1.56,1.01,,10.44,0.95,0.95,0.45,0.70,0.83500,14.6707,14.6707,8,8,False,,,,,True,thesis_gate_triggered,,,False,0.6528,,,197,,64.00,,unknown,0,,,False,,79.0,,,,
231,BDTX,16.53,15.21,-0.045,-0.5627,mid,pivotal,micro,none,4.03,60.34,42.08,23.18,,,49.49625948081285827943208558,1.41,15.72,0.00,3.67,,4.00,0.85,0.95,0.30,0.53,0.77500,0.7328,0.7328,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.3738,,,77,,75.00,,unknown,0,,,False,,64.0,,,,
232,ZYME,16.47,16.47,-0.0443,-0.5535,late,pivotal,small,none,2.58,51.28,31.94,6.61,,,85,0.87,10.46,1.16,0.98,,10.17,0.95,0.95,0.45,0.70,0.83000,10.5332,10.5332,7,7,False,,,,,True,thesis_gate_triggered,,,False,0.0888,,,197,,60.00,,unknown,0,,,False,,79.0,,,,
233,AURA,16.16,16.16,-0.0472,-0.5905,late,pivotal,small,none,13.18,48.61,31.94,6.61,,,50.43916225881405541855930666,4.60,10.27,1.21,1.02,,4.42,0.95,0.95,0.45,0.70,0.83500,1.4367,1.4367,2,2,False,,,,,True,thesis_gate_triggered,,,False,-0.3535,,,197,,68.00,,unknown,0,,,False,,76.0,,,,
234,FDMT,15.97,15.49,-0.0487,-0.6093,late,poc,small,none,0,58.05,40.98,56.08,,,42.22834875689924811263065393,0.00,11.25,0.00,6.00,,4.12,0.95,0.95,0.30,0.78,0.80500,0.932,0.932,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.1648,,,197,,59.00,,unknown,0,,,False,,76.0,,,,
235,MRVI,15.93,15.93,-0.0465,-0.5812,early,early,small,sev1,10.23,54.95,44.74,7.12,,,,4.37,18.77,1.68,0.00,,,0.65,0.95,0.45,0.30,0.68000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,0.0531,,,0,,73.00,,unknown,0,,,False,,35,,,,
236,LGND,15.90,15.90,-0.048,-0.5999,early,early,mid,sev1,10.23,59.94,44.74,7.12,,,,4.08,17.47,1.65,0.00,,,0.65,0.95,0.45,0.30,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.1399,,,77,,55.00,,unknown,0,,,False,,35,,,,
237,VERA,15.79,15.79,-0.0503,-0.6283,late,poc,mid,none,0,45.23,40.98,50.00,,,74.22123882797411388997115643,0.00,7.93,0.00,6.00,,7.95,0.95,0.95,0.30,0.77,0.80500,7.9536,7.9536,5,5,False,,,,,True,thesis_gate_triggered,,,False,0.4784,,,197,,77.00,,unknown,1,,,False,,78.0,,,,
238,PSNL,15.74,15.74,-0.0495,-0.6188,early,early,small,sev1,10.23,52.96,44.74,7.12,,,,4.37,18.08,1.68,0.00,,,0.65,0.95,0.45,0.30,0.68500,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,0.2669,,,0,,62.00,,unknown,0,,,False,,35,,,,
239,CTMX,15.72,15.72,-0.0518,-0.6476,mid,poc,small,none,15.51,29.31,34.16,23.18,,,85,5.77,5.23,1.44,3.45,,10.70,0.95,0.95,0.45,0.53,0.83500,5.8752,5.8752,6,6,False,,,,,True,thesis_gate_triggered,,,False,0.5726,,,51,,61.00,,unknown,0,,,False,,72.0,,,,
240,VTYX,15.70,15.70,-0.0534,-0.6671,mid,poc,small,none,0,51.36,34.16,23.18,,,77.94030290376779157552062608,0.00,9.52,1.49,3.59,,8.72,0.85,0.95,0.45,0.53,0.80500,4.1827,4.1827,4,4,False,,,,,True,thesis_gate_triggered,,,False,1.4108,,,51,,75.00,,unknown,0,,,False,,63.0,,,,
241,MRSN,15.51,13.84,-0.0526,-0.6573,late,pivotal,micro,none,19.16,40.15,31.94,6.61,,,,7.40,10.14,1.40,1.13,,,0.95,0.95,0.45,0.70,0.83500,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,1.5039,,,197,,71.00,,unknown,0,,,False,,75.0,,,,
242,IDYA,15.50,15.50,-0.0542,-0.677,late,poc,mid,none,0,75.37,42.43,6.61,,,73.78217985391645846308873212,0.00,13.23,0.00,1.18,,8.37,0.95,0.95,0.30,0.70,0.80000,7.0957,7.0957,6,6,False,,,,,True,thesis_gate_triggered,,,False,-0.0593,,,77,,59.00,,unknown,0,,,False,,76.0,,,,
243,VTRS,15.48,15.48,-0.051,-0.6379,early,early,large,sev1,10.23,48.84,44.74,47.08,,,60.5,3.33,15.73,1.27,0.00,,3.69,0.65,0.95,0.45,0.37,0.74000,3.2112,3.2112,2,2,False,,,,,True,thesis_gate_triggered,,,False,0.0418,,,77,,64.00,,unknown,0,,,False,,35,,,,
244,APGE,15.37,15.37,-0.0732,-0.9144,mid,poc,mid,none,0,29.28,42.19,98.85,,,79.78217985391645846308873212,0.00,5.14,0.00,6.00,,9.55,0.95,0.95,0.30,0.63,0.80500,9.1964,9.1964,6,6,False,,,,,True,thesis_gate_triggered,,,False,0.2158,,,51,,78.00,,unknown,0,,,False,,67.0,,,,
245,RAPT,15.28,15.28,-0.0558,-0.6969,mid,poc,small,none,27.01,9.74,34.16,23.18,,,85,10.14,1.75,1.45,3.48,,10.11,0.95,0.95,0.45,0.53,0.83500,5.2107,5.2107,5,5,False,,,,,True,thesis_gate_triggered,,,False,1.8502,,,51,,44.00,,unknown,0,,,False,,78.0,,,,
246,AVBP,15.21,15.21,-0.0566,-0.7069,late,pivotal,small,none,0,53.82,31.94,21.81,,,66.39488794471191285261727064,0.00,11.23,1.19,3.26,,6.69,0.95,0.95,0.45,0.67,0.83000,4.0868,4.0868,4,4,False,,,,,True,thesis_gate_triggered,,,False,-0.0230,,,197,,80.00,,unknown,0,,,False,,75.0,,,,
247,FULC,15.19,13.96,-0.0574,-0.717,late,pivotal,small,none,0,63.69,31.94,6.61,,,71.91702510176298413558828865,0.00,13.36,1.20,1.01,,6.77,0.95,0.95,0.45,0.70,0.83000,3.9194,3.9194,3,3,False,,,,,True,thesis_gate_triggered,,,False,0.0448,,,197,,54.00,,unknown,0,,,False,,79.0,,,,
248,PRVA,15.02,15.02,-0.0582,-0.7272,early,early,mid,sev1,10.23,51.75,44.74,7.12,,,55.5,3.83,14.14,1.55,0.00,,3.44,0.65,0.95,0.45,0.30,0.74500,0.9986,0.9986,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.2607,,,77,,68.00,,unknown,0,,,False,,35,,,,
249,CVAC,15.02,15.02,-0.059,-0.7375,late,poc,small,none,34.75,9.20,57.50,6.61,,,,14.85,1.25,3.88,1.25,,,0.95,0.65,0.65,0.70,0.78500,,,0,0,False,,,,,True,thesis_gate_triggered,,,True,-0.3629,,,197,,65.00,,unknown,0,,,False,,86.0,,,,
250,EYPT,14.99,14.99,-0.0822,-1.0277,late,pivotal,small,sev2,68.08,0,52.74,75.70,,,84.39488794471191285261727064,22.83,0.00,1.92,6.00,,8.50,0.95,0.95,0.45,0.95,0.83000,6.3702,6.3702,4,4,False,,,,,,stage_pivotal_not_active,,,True,-0.0232,,,197,,65.00,,unknown,0,,,False,,86.0,,,,
251,LYEL,14.97,13.79,-0.0607,-0.7583,late,pivotal,small,none,0,65.09,32.12,6.61,,,59.43916225881405541855930666,0.00,13.75,1.21,1.02,,5.21,0.95,0.95,0.45,0.70,0.83500,3.3333,3.3333,2,2,False,,,,,True,thesis_gate_triggered,,,False,0.3210,,,197,,44.00,,unknown,0,,,False,,71.0,,,,
252,PRLD,14.97,14.97,-0.0801,-1.0014,mid,poc,micro,sev2,80.00,0,43.50,23.18,,,78.32050807568877293527446342,33.32,0.00,0.00,3.86,,8.39,0.95,0.95,0.30,0.53,0.80500,1.4768,1.4768,2,2,True,weak,0.017,1.0017,1.001,,,,,False,0.3212,,,51,,44.00,,unknown,0,,,False,,72.0,,,,
253,ZVRA,14.89,14.89,-0.0598,-0.7479,late,pivotal,small,none,19.82,17.17,31.94,39.77,,,,7.50,3.94,1.31,6.00,,,0.95,0.95,0.45,0.80,0.83500,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.3747,,,197,,75.00,,unknown,0,,,False,,76.0,,,,
254,LBRX,14.54,14.54,-0.0632,-0.7901,late,pivotal,small,none,1.90,67.35,34.84,21.81,,,,0.73,15.66,1.45,3.63,,,0.95,0.95,0.45,0.67,0.82000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,0.0918,,,197,,48.00,,unknown,0,,,False,,76.0,,,,
255,FTRE,14.48,14.05,-0.0615,-0.7688,early,early,small,sev1,10.23,45.97,44.74,47.08,,,55.5,3.76,13.51,1.45,0.00,,3.97,0.65,0.95,0.45,0.37,0.74500,0.6667,0.6667,1,1,False,,,,,True,thesis_gate_triggered,,,False,0.5283,,,108,,77.00,,unknown,0,,,False,,35,,,,
256,TNYA,14.48,14.05,-0.0855,-1.0686,early,poc,micro,sev2,50.58,0,52.25,69.49,,,55.5,19.79,0.00,2.43,6.00,,5.50,0.95,0.95,0.45,0.40,0.83500,0.6667,0.6667,1,1,True,moderate,0.259,1.0259,1.0155,,,,,False,-0.5235,,,28,,50.00,,unknown,0,,,False,,54.0,,,,
257,VCYT,14.46,14.46,-0.0624,-0.7794,early,early,mid,sev1,10.23,46.50,44.74,7.12,,,61.0,3.81,12.65,1.54,0.00,,4.10,0.65,0.95,0.45,0.30,0.74000,2.0082,2.0082,2,2,False,,,,,True,thesis_gate_triggered,,,False,-0.0874,,,77,,63.00,,unknown,0,,,False,,35,,,,
258,LRMR,14.31,14.31,-0.0781,-0.9758,mid,poc,micro,sev2,63.79,0,38.20,23.18,,,85,23.73,0.00,1.69,3.45,,11.08,0.95,0.95,0.45,0.53,0.83500,5.0833,5.0833,5,5,False,,,,,True,thesis_gate_triggered,,,False,-0.2704,,,51,,68.00,,unknown,0,,,False,,72.0,,,,
259,EDIT,14.17,13.02,-0.0877,-1.0968,early,early,micro,sev2,64.62,0,37.32,100.00,,,,28.82,0.00,1.02,6.00,,,0.95,0.95,0.45,0.50,0.83500,,,0,0,False,,,,,,stage_early_not_active,,,False,-0.4197,,,28,,59.00,,unknown,1,,,True,,64.0,,,,
260,DAWN,14.10,13.68,-0.0658,-0.8227,late,poc,small,none,0,71.00,53.00,6.61,,,42.22834875689924811263065393,0.00,12.70,3.13,1.10,,4.12,0.95,0.95,0.65,0.70,0.87500,0.9488,0.9488,1,1,False,,,,,True,thesis_gate_triggered,,,True,0.4738,,,197,,48.00,,unknown,0,,,True,,79.0,,,,
261,PHVS,14.09,14.09,-0.0649,-0.8118,late,poc,small,none,16.50,0,43.53,6.61,,,85,6.13,0.00,2.55,1.09,,11.08,0.95,0.65,0.65,0.70,0.78000,14.3958,14.3958,9,9,False,,,,,True,thesis_gate_triggered,,,True,-0.0056,,,197,,48.00,,unknown,0,,,False,,72.0,,,,
262,NUVL,14.02,14.02,-0.0694,-0.8677,late,poc,mid,none,0,37.90,72.48,6.61,,,76.72123882797411388997115643,0.00,6.01,4.36,1.06,,9.18,0.95,0.95,0.65,0.70,0.87000,8.1703,8.1703,5,5,False,,,,,True,thesis_gate_triggered,,,True,-0.0688,,,197,,67.00,,unknown,0,,,False,,76.0,,,,
263,IKT,14.02,14.02,-0.0676,-0.845,late,pivotal,micro,none,0,54.66,34.84,26.23,,,43.49625948081285827943208558,0.00,12.92,1.43,4.24,,3.52,0.85,0.95,0.45,0.72,0.80500,0.4029,0.4029,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.1634,,,197,,49.00,,unknown,0,,,False,,71.0,,,,
264,KURA,13.96,13.26,-0.0667,-0.8338,late,poc,small,sev1,17.17,18.72,42.93,6.61,,,71.94030290376779157552062608,6.90,3.60,0.00,1.18,,8.05,0.95,0.95,0.30,0.70,0.80500,4.9222,4.9222,4,4,False,,,,,True,thesis_gate_triggered,,,False,-0.2185,,,197,,59.00,,unknown,0,,,False,,83.0,,,,
265,BRKR,13.92,13.92,-0.0641,-0.8009,early,early,mid,sev1,10.23,49.95,44.74,7.12,,,,4.08,14.56,1.65,0.00,,,0.65,0.95,0.45,0.30,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,0.0366,,,108,,68.00,,unknown,0,,,False,,35,,,,
266,RPRX,13.82,13.82,-0.0703,-0.8792,early,early,large,sev1,10.23,41.82,44.74,7.12,,,52.5,3.37,13.60,1.28,0.00,,2.74,0.65,0.95,0.45,0.30,0.74000,0.5333,0.5333,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.1482,,,77,,63.00,,unknown,0,,,False,,35,,,,
267,EOLS,13.67,12.99,-0.0913,-1.1409,late,poc,small,sev2,67.74,0,58.36,70.73,,,35.72834875689924811263065393,24.55,0.00,3.34,6.00,,3.74,0.95,0.95,0.65,0.90,0.87500,0.9111,0.9111,1,1,True,weak,0.177,1.0177,1.0106,,,,,True,-0.4594,,,108,,66.00,,unknown,0,,,False,,76.0,,,,
268,STOK,13.62,13.62,-0.0722,-0.9025,late,pivotal,small,none,0,15.18,31.94,28.99,,,85,0.00,3.15,1.18,4.46,,10.17,0.85,0.95,0.45,0.73,0.80000,9.28,9.28,6,6,False,,,,,True,thesis_gate_triggered,,,False,0.1079,,,77,,74.00,,unknown,0,,,False,,68.0,,,,
269,AVTR,13.36,13.09,-0.0741,-0.9264,early,early,mid,sev1,10.23,30.12,44.74,39.28,,,52.5,3.13,6.74,1.27,6.00,,3.25,0.65,0.95,0.45,0.40,0.74500,0.5333,0.5333,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.2338,,,77,,54.00,,unknown,0,,,False,,35,,,,
270,PHAT,13.20,12.54,-0.0925,-1.1561,late,commercial,small,sev2,77.03,0,36.55,68.52,,,49.5,22.32,0.00,0.92,6.00,,3.06,0.95,0.95,0.45,0.95,0.83000,0.7243,0.7243,1,1,False,,,,,,stage_commercial_not_active,,,False,-0.1263,,,197,,86.00,,unknown,0,,,False,,88.0,,,,
271,ADPT,13.02,13.02,-0.0751,-0.9385,early,early,mid,sev1,10.23,36.03,44.74,7.12,,,55.5,3.83,9.85,1.55,0.00,,3.44,0.65,0.95,0.45,0.30,0.74000,0.6667,0.6667,1,1,False,,,,,True,thesis_gate_triggered,,,False,-0.0056,,,108,,64.00,,unknown,1,,,True,,35,,,,
272,NTLA,13.02,11.62,-0.0761,-0.9508,late,pivotal,small,sev1,0,26.06,53.11,39.77,,,46.46129941586512670153032467,0.00,5.45,1.99,6.00,,4.07,0.95,0.95,0.45,0.80,0.83000,0.7806,0.7806,1,1,False,,,,,True,thesis_gate_triggered,,,True,0.0117,,,197,,78.00,,unknown,1,,,False,,84.0,,,,
273,CGON,12.89,12.89,-0.0771,-0.9632,late,poc,mid,none,0,46.36,40.98,6.61,,,85,0.00,8.13,0.00,1.18,,9.65,0.95,0.95,0.30,0.70,0.80500,10.0578,10.0578,6,6,False,,,,,True,thesis_gate_triggered,,,False,0.3354,,,197,,86.00,,unknown,0,,,False,,76.0,,,,
274,KRYS,12.42,11.43,-0.0791,-0.9885,late,regulatory,mid,none,5.89,23.13,58.80,6.61,,,71.5,1.70,4.55,4.44,0.89,,7.66,0.95,0.95,0.65,0.70,0.87500,6.0556,6.0556,4,4,False,,,,,True,thesis_gate_triggered,,,True,0.2844,,,77,,71.00,,unknown,0,,,True,,83.0,,,,
275,ADCT,11.92,11.92,-0.0833,-1.0412,late,poc,small,none,0,45.79,52.95,6.61,,,66.20298485481161042122396869,0.00,8.12,3.09,1.09,,6.93,0.95,0.95,0.65,0.70,0.87500,4.4886,4.4886,3,3,False,,,,,True,thesis_gate_triggered,,,True,-0.2522,,,197,,71.00,,unknown,0,,,False,,83.0,,,,
276,AKRO,11.78,11.78,-0.0812,-1.0145,late,poc,unknown,none,10.20,0,49.54,32.03,,,74.00,5.21,0.00,3.00,6.00,,9.65,0.95,0.1,0.45,0.75,0.455,13.8829,13.8829,11,11,False,,,,,True,thesis_gate_triggered,,,True,,,,0,,50,,unknown,0,,,False,,75.0,,,,
277,TXG,11.66,11.66,-0.0844,-1.0548,late,poc,mid,none,0,51.82,40.98,28.99,,,33.47747472420473559750085368,0.00,9.32,0.00,5.39,,2.93,0.95,0.95,0.30,0.73,0.80500,0.6667,0.6667,1,1,False,,,,,True,thesis_gate_triggered,,,False,0.3245,,,77,,75.00,,unknown,0,,,False,,75.0,,,,
278,XERS,11.43,11.43,-0.0866,-1.0826,early,early,small,sev1,10.23,23.10,44.74,31.48,,,66.5,3.71,6.70,1.43,0.00,,5.55,0.65,0.95,0.45,0.35,0.74500,2.1303,2.1303,3,3,False,,,,,True,thesis_gate_triggered,,,False,-0.3788,,,77,,62.00,,unknown,0,,,False,,35,,,,
279,OPCH,11.43,11.43,-0.0889,-1.1113,early,early,mid,sev1,10.23,39.48,44.74,24.66,,,,4.08,11.51,1.65,0.00,,,0.65,0.95,0.45,0.32,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,0.0111,,,77,,68.00,,unknown,0,,,False,,35,,,,
280,RGEN,11.33,11.10,-0.0901,-1.1259,early,early,mid,sev1,10.23,27.78,44.74,47.08,,,60.5,3.79,7.51,1.54,0.00,,4.38,0.65,0.95,0.45,0.37,0.74000,2.7024,2.7024,3,3,False,,,,,True,thesis_gate_triggered,,,False,-0.0725,,,77,,61.00,,unknown,0,,,False,,35,,,,
281,BLTE,11.29,11.29,-0.1031,-1.2887,late,pivotal,mid,sev2,47.68,0,37.06,56.08,,,62.87791033687778609638735002,17.03,0.00,1.51,6.00,,5.24,0.95,0.65,0.45,0.78,0.74500,2.5693,2.5693,3,3,False,,,,,,stage_pivotal_not_active,,,False,0.4775,,,197,,38.00,,unknown,0,,,False,,76.0,,,,
282,ABOS,11.13,11.13,-0.0989,-1.2364,mid,poc,micro,sev2,50.00,0,42.08,55.75,,,55.5,19.03,0.00,0.00,6.00,,5.50,0.85,0.95,0.30,0.50,0.77500,0.7479,0.7479,1,1,False,,,,,True,thesis_gate_triggered,,,False,0.2258,,,51,,53.00,,unknown,0,,,False,,64.0,,,,
283,ACLX,10.97,10.97,-0.0937,-1.1715,late,pivotal,mid,none,0,27.75,42.93,6.61,,,85,0.00,5.56,0.00,1.06,,9.51,0.95,0.95,0.30,0.70,0.80500,12.0365,12.0365,7,7,False,,,,,True,thesis_gate_triggered,,,False,-0.3340,,,197,,74.00,,unknown,0,,,False,,74.0,,,,
284,CNTA,10.64,10.64,-0.095,-1.1873,late,poc,mid,sev1,0,0,48.63,39.77,,,85,0.00,0.00,2.07,6.00,,11.08,0.95,0.95,0.45,0.80,0.83000,9.2854,9.2854,7,7,False,,,,,True,thesis_gate_triggered,,,False,-0.0577,,,197,,55.00,,unknown,0,,,False,,83.0,,,,
285,CRVS,10.22,10.22,-0.0963,-1.2034,late,poc,small,none,20.48,9.71,48.63,6.61,,,66.20298485481161042122396869,7.66,1.74,2.06,1.10,,6.93,0.95,0.95,0.45,0.70,0.83500,2.8897,2.8897,3,3,False,,,,,True,thesis_gate_triggered,,,False,2.3297,,,197,,53.00,,unknown,0,,,False,,78.0,,,,
286,RNA,10.00,10.00,-0.0976,-1.2197,late,poc,large,sev2,27.78,0,41.23,39.77,,,85,9.52,0.00,0.00,6.00,,11.08,0.95,0.95,0.30,0.80,0.80000,19.3794,19.3794,11,11,False,,,,,True,thesis_gate_triggered,,,False,-0.0456,,,197,,68.00,,unknown,0,,,False,,76.0,,,,
287,IMMP,9.71,8.93,-0.1003,-1.2535,late,poc,small,none,31.76,0,53.55,6.61,,,,13.72,0.00,2.61,1.27,,,0.95,0.65,0.45,0.70,0.74500,,,0,0,False,,,,,True,thesis_gate_triggered,,,True,0.3056,,,197,,55.00,,unknown,0,,,False,,83.0,,,,
288,LENZ,9.66,9.66,-0.1061,-1.3257,late,pivotal,small,sev2,38.74,0,31.94,56.08,,,85,12.92,0.00,1.15,6.00,,10.17,0.95,0.95,0.45,0.78,0.83500,9.2899,9.2899,6,6,False,,,,,True,thesis_gate_triggered,,,False,-0.4887,,,197,,66.00,,unknown,0,,,False,,76.0,,,,
289,ALMS,9.30,9.30,-0.1076,-1.3448,late,poc,mid,sev2,34.75,0,43.28,50.00,,,85,13.64,0.00,0.00,6.00,,10.70,0.95,0.95,0.30,0.77,0.80500,8.3505,8.3505,7,7,False,,,,,True,thesis_gate_triggered,,,False,3.9195,,,197,,44.00,,unknown,0,,,False,,79.0,,,,
290,TKNO,8.84,8.84,-0.1046,-1.307,early,early,micro,sev1,10.23,20.12,44.74,7.12,,,,4.24,7.20,1.71,0.00,,,0.65,0.95,0.45,0.30,0.68500,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.5576,,,0,,75.00,,unknown,0,,,False,,35,,,,
291,MRUS,8.83,8.83,-0.1017,-1.2709,late,poc,unknown,none,4.56,0,61.50,6.61,,,85,2.31,0.00,5.16,1.49,,11.08,0.95,0.1,0.65,0.70,0.495,13.4249,13.4249,8,8,False,,,,,True,thesis_gate_triggered,,,True,,,,0,,50,,unknown,0,,,False,,76.0,,,,
292,BBIO,8.42,8.42,-0.1092,-1.3645,late,pivotal,large,sev1,11.85,4.63,42.43,6.61,,,80.71997456007631974560089040,3.80,1.11,0.00,0.99,,7.07,0.95,0.95,0.30,0.70,0.80000,6.9141,6.9141,5,5,False,,,,,True,thesis_gate_triggered,,,False,0.0779,,,108,,71.00,,unknown,0,,,False,,86.0,,,,
293,IVVD,8.21,7.57,-0.1108,-1.3847,late,poc,small,sev1,0,7.45,65.68,60.50,,,65.20298485481161042122396869,0.00,1.29,3.75,6.00,,7.75,0.95,0.95,0.65,0.78,0.87500,2.0,2.0,3,3,False,,,,,True,thesis_gate_triggered,,,True,0.3146,,,197,,75.00,,unknown,0,,,False,,76.0,,,,
294,SVRA,8.02,8.02,-0.1142,-1.4269,late,pivotal,small,sev1,28.77,1.25,31.94,6.61,,,71.91702510176298413558828865,9.96,0.26,1.20,1.01,,6.77,0.95,0.95,0.45,0.70,0.83500,4.4629,4.4629,3,3,False,,,,,True,thesis_gate_triggered,,,False,0.2647,,,197,,65.00,,unknown,0,,,False,,88.0,,,,
295,OABI,7.99,7.99,-0.1124,-1.4055,early,early,micro,sev2,45.89,0,37.32,33.43,,,,23.72,0.00,1.34,0.00,,,0.85,0.95,0.45,0.35,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.0811,,,0,,55.00,,unknown,0,,,False,,35.0,,,,
296,PAHC,7.70,7.70,-0.1177,-1.4718,early,early,small,sev1,10.23,13.75,44.74,24.66,,,,4.05,4.35,1.56,0.00,,,0.65,0.95,0.45,0.32,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.1187,,,77,,54.00,,unknown,0,,,False,,35,,,,
297,CNTX,7.67,7.67,-0.1159,-1.449,mid,poc,unknown,none,13.22,0,34.16,23.18,,,,8.04,0.00,2.46,5.64,,,0.95,0.1,0.45,0.53,0.455,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,,,,0,,50,,unknown,0,,,False,,72.0,,,,
298,CELC,7.55,7.55,-0.1196,-1.4955,late,poc,mid,none,0,27.19,40.98,6.61,,,85,0.00,4.77,0.00,1.18,,9.65,0.95,0.95,0.30,0.70,0.80500,9.6411,9.6411,6,6,False,,,,,True,thesis_gate_triggered,,,False,0.5527,,,197,,68.00,,unknown,0,,,False,,79.0,,,,
299,COGT,7.39,7.17,-0.1257,-1.5718,late,poc,mid,none,1.24,8.57,41.48,6.61,,,85,0.49,1.49,0.00,1.17,,10.17,0.95,0.95,0.30,0.70,0.80500,10.9323,10.9323,7,7,False,,,,,True,thesis_gate_triggered,,,False,1.2828,,,197,,63.00,,unknown,0,,,False,,79.0,,,,
300,ETON,7.26,7.26,-0.1216,-1.5199,early,early,small,sev1,10.23,4.39,44.74,24.66,,,61.0,3.73,1.28,1.44,0.00,,4.73,0.65,0.95,0.45,0.32,0.74500,4.6068,4.6068,2,2,False,,,,,True,thesis_gate_triggered,,,False,-0.3889,,,77,,67.00,,unknown,0,,,False,,35,,,,
301,URGN,7.22,7.22,-0.1236,-1.5454,late,poc,small,sev2,26.12,0,49.54,30.38,,,77.94030290376779157552062608,9.64,0.00,2.07,5.13,,8.72,0.95,0.95,0.45,0.75,0.83500,4.002,4.002,4,4,False,,,,,True,thesis_gate_triggered,,,True,-0.1558,,,197,,68.00,,unknown,0,,,False,,83.0,,,,
302,KOD,7.20,6.98,-0.128,-1.5995,late,poc,small,sev1,0,1.81,53.00,56.08,,,66.20298485481161042122396869,0.00,0.32,3.07,6.00,,6.93,0.95,0.95,0.65,0.78,0.87500,3.3049,3.3049,3,3,False,,,,,True,thesis_gate_triggered,,,True,0.5126,,,197,,57.00,,unknown,0,,,False,,80.0,,,,
303,LQDA,6.73,6.73,-0.1303,-1.6284,late,poc,mid,sev1,9.20,0.69,40.98,28.99,,,56.09935677608942474373600505,3.70,0.12,0.00,5.28,,6.01,0.95,0.95,0.30,0.73,0.80500,4.7442,4.7442,3,3,False,,,,,True,thesis_gate_triggered,,,False,0.4480,,,197,,71.00,,unknown,0,,,False,,79.0,,,,
304,SLDB,6.50,6.50,-0.1327,-1.6587,late,poc,small,sev2,15.50,0,41.23,21.81,,,85,6.16,0.00,0.00,3.78,,10.70,0.95,0.95,0.30,0.67,0.80000,10.2484,10.2484,6,6,False,,,,,True,thesis_gate_triggered,,,False,-0.0688,,,197,,79.00,,unknown,0,,,False,,79.0,,,,
305,LFCR,6.11,6.11,-0.1352,-1.6906,early,early,small,sev1,10.23,6.73,44.74,29.53,,,,4.05,2.13,1.56,0.00,,,0.65,0.95,0.45,0.27,0.74000,,,0,0,False,,,,,True,thesis_gate_triggered,,,False,-0.0737,,,77,,76.00,,unknown,0,,,False,,35,,,,
306,PRAX,6.06,6.06,-0.138,-1.7244,late,poc,mid,sev2,24.46,0,42.93,21.81,,,85,9.71,0.00,0.00,3.78,,10.70,0.95,0.95,0.30,0.67,0.80500,10.654,10.654,8,8,False,,,,,True,thesis_gate_triggered,,,False,1.8917,,,197,,69.00,,unknown,0,,,False,,83.0,,,,
307,ERAS,5.63,5.63,-0.1408,-1.7602,late,pivotal,mid,none,0,28.31,52.74,6.61,,,62.87791033687778609638735002,0.00,5.45,2.09,1.02,,5.24,0.95,0.95,0.45,0.70,0.83500,4.1601,4.1601,3,3,False,,,,,True,thesis_gate_triggered,,,True,3.5946,,,197,,48.00,,unknown,0,,,False,,75.0,,,,
308,NMRA,5.48,5.48,-0.1472,-1.8396,late,poc,small,sev2,27.12,0,51.21,21.81,,,42.22834875689924811263065393,10.16,0.00,3.03,3.57,,4.12,0.95,0.95,0.65,0.67,0.87500,0.6667,0.6667,1,1,False,,,,,True,thesis_gate_triggered,,,True,-0.2563,,,197,,64.00,,unknown,0,,,False,,79.0,,,,
