rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
302,AKRO,8.74,8.74,-0.128,-1.5995,late,mid,sev2,18.14,5,55.70,33.83,,,74.00,0.51500,0.95,0.45,13.5937,13.5937,11,11,False,,True,thesis_gate_triggered,,,True,,,,201,,50,,unknown,0,,,False,,75.0,,,,
303,KOD,8.74,8.48,-0.1327,-1.6587,late,small,sev1,5,11.78,42.30,53.48,,,66.17023009911423415374641373,0.80500,0.95,0.30,3.236,3.236,3,3,False,,True,thesis_gate_triggered,,,False,0.5126,,,201,,57.00,,unknown,0,,,False,,80.0,,,,
304,URGN,8.71,8.71,-0.1303,-1.6284,late,small,sev2,29.93,7.47,50.81,32.34,,,78.26562811682955107881813921,0.83500,0.95,0.45,3.9186,3.9186,4,4,False,,True,thesis_gate_triggered,,,True,-0.1558,,,201,,68.00,,unknown,0,,,False,,83.0,,,,
305,SLDB,8.58,8.58,-0.1352,-1.6906,late,small,sev2,21.93,8.17,42.30,24.13,,,85,0.80000,0.95,0.30,10.0349,10.0349,6,6,False,,True,thesis_gate_triggered,,,False,-0.0688,,,201,,79.00,,unknown,0,,,False,,79.0,,,,
306,MRUS,7.55,7.55,-0.138,-1.7244,late,mid,sev2,14.27,5,70.00,10.70,,,85,0.55500,0.95,0.65,13.1453,13.1453,8,8,False,,True,thesis_gate_triggered,,,True,,,,201,,50,,unknown,0,,,False,,76.0,,,,
307,NAUT,7.49,7.49,-0.1408,-1.7602,mid,micro,none,5.14,18.65,42.95,25.86,,,55.5,0.77500,0.85,0.30,0.7237,0.7237,1,1,False,,True,thesis_gate_triggered,,,False,0.7329,,,77,,57.00,,unknown,0,,,False,,35.0,,,,
308,PRAX,7.42,7.42,-0.1439,-1.7985,late,mid,sev2,28.65,5,43.36,24.13,,,85,0.80500,0.95,0.30,10.432,10.432,8,8,False,,True,thesis_gate_triggered,,,False,1.8917,,,201,,69.00,,unknown,0,,,False,,83.0,,,,
309,VOR,7.11,7.11,-0.1507,-1.884,late,small,sev1,5,32.21,36.09,10.70,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5883,,,201,,47.00,,unknown,0,,,False,,82.0,,,,
310,VRDN,6.83,6.83,-0.1589,-1.9861,late,mid,sev2,13.82,6.08,54.87,53.48,,,66.59117397948353705705147284,0.87500,0.95,0.65,6.2836,6.2836,4,4,False,,True,thesis_gate_triggered,,,True,0.2978,,,201,,65.00,,unknown,0,,,False,,68.0,,,,
311,SMMT,6.78,6.78,-0.1472,-1.8396,late,large,sev2,26.11,5,53.29,10.70,,,71.86084391824351610281821799,0.83500,0.95,0.45,6.5045,6.5045,5,5,False,,True,thesis_gate_triggered,,,True,-0.4627,,,201,,70.00,,unknown,0,,,False,,86.0,,,,
312,STRO,6.67,6.67,-0.1637,-2.046,mid,micro,sev2,33.36,5.70,36.21,25.86,,,85,0.83500,0.95,0.45,1.9583,1.9583,3,3,False,,True,thesis_gate_triggered,,,False,0.3875,,,52,,60.00,,unknown,0,,,False,,75.0,,,,
313,NMRA,6.67,6.67,-0.1546,-1.9326,late,small,sev2,30.72,9.96,54.51,24.13,,,46.78846711598273721189900519,0.83500,0.95,0.45,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,True,-0.2563,,,201,,64.00,,unknown,0,,,False,,79.0,,,,
314,SION,6.49,6.49,-0.1933,-2.4164,mid,small,sev2,6.54,5,42.95,93.97,,,85,0.71500,0.85,0.30,8.103,8.103,6,6,True,strong,,,,,False,0.2942,,,0,,68.00,,unknown,0,,,False,,46.0,,,,
315,BMEA,6.38,6.38,-0.1692,-2.1144,mid,micro,sev2,25.34,9.33,51.10,25.86,,,55.5,0.83500,0.95,0.45,0.9211,0.9211,1,1,False,,True,thesis_gate_triggered,,,False,-0.3066,,,108,,64.00,,unknown,0,,,False,,70.0,,,,
316,IOVA,5.99,5.81,-0.1833,-2.2913,late,small,sev2,26.62,14.02,42.30,10.70,,,48.07483208139891722867468824,0.83000,0.95,0.45,2.6751,2.6751,2,2,False,,True,thesis_gate_triggered,,,False,0.0732,,,201,,74.00,,unknown,0,,,False,,83.0,,,,
317,CNTX,5.79,5.79,-0.1755,-2.1943,mid,micro,sev2,20.28,5,42.43,25.86,,,,0.51500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,,,,52,,50,,unknown,0,,,False,,72.0,,,,
318,OCGN,5.21,4.79,-0.2078,-2.597,late,small,sev2,18.14,5,53.57,53.48,,,,0.87000,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,,,True,-0.0565,,,201,,69.00,,unknown,0,,,False,,79.0,,,,
319,IBRX,2.75,2.75,-0.2363,-2.9542,late,mid,sev2,13.38,5,53.85,10.70,,,29.59203097193027459457094380,0.83500,0.95,0.45,0.5222,0.5222,1,1,False,,True,thesis_gate_triggered,,,True,1.3459,,,201,,53.00,,unknown,0,,,False,,86.0,,,,
